[1,i]	om namaḥ vīttarāgāya 
[166,v_167,ii]	nanu ca sādharmyavati vyatirekaḥ na uktaḥ vaidharmyavati ca anvayaḥ tat katham etat trirūpa liṅga ākhyānam iti āha sādharmyeṇa iti sādharmyeṇa api abhidheyena yukte prayoge kriyamāṇe arthāt sāmarthyāt vaidharmyasya vyatirekasya gatiḥ bhavati iti hi iti yasmāt tasmāt triru upa liṅga ākhyānam etat yadi nāma vyatirekaḥ anvayavatā na uktaḥ tathā api anvaya vacana sāmarthyāt eva avasīyate 
[167,iii_167,iv]	katham asati tasmin vyatirekebuddhyā adhyavasite sādhyena hetoḥ anvayasya buddhyā adhya vasitasya abhāvāt sādhye niyatam sādhanam anvaya vākyāt avasya tā sādhya abhāve sādhanam na aśaṅkanīyam itarathā sādhya niyatam eva na pratītam syāt sādhya abhāve ca sādhana abhāva gatiḥ vyatireka gatiḥ atas sādhya niyatasya sādhanasya abhidhāna sāmarthyāt anvaya vākye avasitaḥ vyatirekaḥ 
[168,i_168,ii]	tathā iti yathā anvaya vākye tathā arthāt eva vaidharmyeṇa prayoge anvayasya anabhidhīyamānasya api gatiḥ 
[168,iii_168,iv]	katham asati tasmin anvaye buddhi gṛhīte sādhya abhāve hetu abhāvasya asiddheḥ anavasāyāt hetu abhāve sādhya abhāvam niyatam vyatireka vākyāt avasyatā hetu saṃbhave sādhya abhāvaḥ na aśaṅkanīyaḥ itarathāḥ hetu abhāve niyataḥ na syāt pratītaḥ hetu sattve ca sādhya sattva gatiḥ anvaya gatiḥ atas sādhana abhāva niyatasya sādhya abhāvasya abhidhāna sāmarthyāt vyatireka vākye anvaya gatiḥ 
[169,i_169,ii]	yadi nāma ākāśa ādau sādhya abhāve sādhana abhāvaḥ tathā api kim iti hetu saṃbhave sādhya saṃbhavaḥ iti āha na hi iti svabhāvena pratibandhaḥ yaḥ tasmin asati ekasya sādhyasya nivṛttyā na aparasya sādhanasya niyamena yuktā niyamavatī nivṛttiḥ 
[169,iii_170,i]	sa ca svabhāva pratibandhaḥ dvi prakāraḥ sarvasya pratibaddhasya tādātmyam lakṣaṇam nimittam yasya sa tathā uktaḥ tad utpattiḥ lakṣaṇam nimittam yasya sa tathā uktaḥ yaḥ yatra pratibaddhaḥ tasya sa pratibandha viṣayaḥ arthaḥ svabhāvaḥ kāraṇam vā syāt anyasmin pratibaddha tva anupapatteḥ tasmāt dvi prakāraḥ saḥ iti uktam sa ca sārdhye arthe liṅgasya iti atra antare abhihitaḥ 
[170,ii_170,iii]	hiḥ yasmāt arthe yasmāt svabhāva pratibandhe nivartya nivartaka bhāvaḥ tena sādhyasya nivṛttau sādhanasya nivṛttim kathayatā pratibandhaḥ nivartya nivartakayoḥ darśanīyaḥ yadi hi sādhanam sādhye pratibaddham bhavet evam sādhya nivṛttau tat niyamena nivarteta yatas ca tasya pratibandhaḥ darśanīyaḥ tasmāt sādhya nivṛttau yat sādhana nivṛtti vacanam tena ākṣiptam pratibandha upadarśanam yat ca tadākṣiptam pratibandha upadarśanam tat eva anvaya vacanam pratibandhaḥ ced avaśyam darśayitavyaḥ na vaktavyaḥ tarhi anvayaḥ yasmāt dṛṣṭānte pramāṇena pratibandhaḥ darśyamānaḥ eva anvayaḥ na aparaḥ kaścid tasmāt nivartya nivartakayoḥ pratibandhaḥ jñātavyaḥ tathā ca anvayaḥ eva jñātaḥ bhavati iti śabdaḥ hetau yasmāt anvaye api vyatireka gatiḥ vyatireke ca anvaya gatiḥ tasmāt ekena api sa pakṣe ca āsapakṣe ca sattva asattvayoḥ khyāpanam kṛtam 
[171,i_171,ii]	anvayaḥ mukham upāyaḥ abhidheya tvāt yasya tat anvaya mukham vākyam evam vyatirekaḥ mukham yasya iti iti hetau yasmāt ekena api vākyena dvaya gatiḥ tasmāt ekasmin sādhana vākye dvayoḥ anvayavyatireka vākyayoḥ avaśyam eva prayogaḥ na karttavyaḥ artha gati arthaḥ hi śabda prayogaḥ arthaḥ ced avagataḥ kim śabda prayogeṇa ekam eva anvaya vākyam vyatireka vākyam vā prayoktavyam 
[171,iii_172,i]	anupalabdhau api vyatirekeṇaḥ ktena anvaya gatiḥ yat sat upalabdhi lakṣaṇa prāptam iti sādhyasya asat vyavahāra yogya tvasya nivṛttim dṛśya sattva rūpām āha tat upalabhyate eva iti anupalambhasya nivṛttim upalambha rūpām āha tat anena sādhya nivṛttiḥ sādhana nivṛttyā vyāptā darśitā yadi ca sādhana saṃbhavepi sādhya nivṛttiḥ bhavet na sādhana abhāvena vyāptā bhavet atas vyāptim pratipadyamānena sādhana saṃbhavaḥ sādhya saṃbhavena vyāptaḥ pratipattavyaḥ atas eva āha anupalabhyamānam tādṛśam iti dṛśyam asat iti pratīteḥ saṃpratyayāt anvaya siddhiḥ iti 
[172,ii_172,iii]	yatas ca sādhanam sādhya dharma pratibaddham tādātmya tad utpattibhyām pratipattavyam dvayoḥ api prayogayoḥ tasmāt pakṣaḥ avaśyam eva na nirdeśyaḥ yat sādhanam sādhya niyatam pratītam tatas eva sādhya dharmiṇi dṛṣṭāt sādhya pratītiḥ atas na kiṃcid sādhya nirdeśena iti 
[174,i_174,iii]	enam eva artham anupalabdhi prayoge darśayati sādharmyavati prayogepi sāmarthyāt eva na iha pradeśe ghaṭaḥ iti bhavati kim punar tat sāmarthyam iti āha yat upalabdhi lakṣaṇa prāptam sanna upalabhyate iti anupalambha anuvādaḥ saḥ asat vyavahāra viṣayaḥ iti asat vyavahāra yogyatva vidhiḥ tathā ca sati dṛśya anupalambhaḥ asat vyavahāra yogya tvena vyāptaḥ darśitaḥ na upalabhyate ca ityādinā sādhya dharmiṇi sattvam liṅgasya darśitam yadi ca sādhya dharmaḥ tatra sādhya dharmiṇi na bhavet sādhanarmaḥ api na bhavet sādhya niyata tvāt tasya sādhana dharmasya iti sāmarthyam a 
[175,i_175,iii]	yathā sādharmya vat prayoge tathā vaidharmya vat prayoge api sāmarthyāt eva na iha sat vyavahāra viṣayaḥ asti ghaṭaḥ iti bhavati sāmarthya darśayitum āha yaḥ sat vyavahāra viṣayaḥ iti vidyamānaḥ upalabdhi lakṣaṇa prāptaḥ iti dṛśyaḥ iti eṣā sādhya nivṛttiḥ saḥ upalabhyate eva iti sādhana nivṛttiḥ iti anena ca sādhya nivṛttiḥ sādhana nivṛttyā vyāptā darśitā na tathā iti yathā anyaḥ dṛśyaḥ upalabhyate na tathā atra pradeśe tādṛśaḥ iti dṛśyaḥ ghaṭaḥ upalabhyate iti anena sādhya nivṛtteḥ vyāpikā nivṛttiḥ asatī sādhya dharmiṇi darśitā yadi ca sādhya dharmaḥ sādhya dharmiṇi na syāt sādhana dharmaḥ api na bhavet asti ca sādhana dharmaḥ iti sāmarthyam atas sāmarthyāt na atsi atra ghaṭaḥ iti pratīteḥ na pakṣa nirdeśaḥ evam kārya svabhāva hetvoḥ api sāmarthyāt saṃpratyayaḥ iti na pakṣa nirdeśaḥ 
[176,i]	
[176,ii_176,iv]	kīdṛśaḥ purararthaḥ pakṣaḥ iti anena śabdena nirdeśyaḥ vaktavyaḥ iti āha sva rūpeṇa eva iti sādhya tvena eva svayam iti vādinā iṣṭaḥ iti na uktaḥ eva api tu iṣṭaḥ api iti arthaḥ evaṃbhūtaḥ san pratyakṣa ādibhiḥ anirākṛtaḥ yaḥ arthaḥ sa pakṣaḥ iti ucyate atha yadi pakṣaḥ na nirdeśyaḥ katham anirdeśyasya lakṣaṇam uktam na sādhana vākya avayava tvāt asya lakṣaṇam uktam api tu asādhyam kecid sādhyam sādhyam ca asādhyam kecid pratipannāḥ tat sādhya asādhya vipratipatti nikāraṇa artham pakṣa lakṣaṇam uktam 
[176,v_176,vi]	sva rūpeṇa iṣṭaḥ iti asya vivaraṇam a sādhya tvena iṣṭaḥ iti pakṣasya sādhya tvāt na aparam asti rūpam atas svarūpam sādhya tvam iti 
[176,vii_176,viii]	eva śabdam vivaritum āha sva rūpeṇa eva iti nanu ca eva śabdaḥ kevalaḥ eva pratyavamarṣṭavyaḥ tat kim artham sva rūpa śabdena saha pratyavamṛṣṭaḥ ucyate eva śabdaḥ nipātaḥ dyotakaḥ pada antara abhihitasya arthasya viśeṣam dyotayati iti pada antareṇa viśeṣya vācinā saha nirdiṣṭaḥ na sādhana tvena api iti yat sādhana tvena nirdiṣṭam tat sādhana tvena iṣṭam asiddha tvāt ca sādhya tvena api iṣṭam tasya nivṛtti arthaḥ eva śabdaḥ 
[177,i_177,iii]	tat udāharati yathā iti śabdasya anitya tve sādhye cākṣuṣa tvam hetuḥ śabde asiddha tvāt sādhyam iti anena sādhya tvena iṣṭim āha tat iti cākṣuṣa tvam iha iti śabde sādhya tvena eva iṣṭam iti sādhya tvena iṣṭi niyama abhāvam āha sādhana tvena abhidhānāt iti yatas sādhana tvena abhihitam atas sādhana tvena api iṣṭam na sādhya tvena eva iti 
[177,iv_177,v]	svayam iti anena svayaṃśabdam vyākhyeyam upakṣipya tasya artham āha vādinā iti svayaṃśabdaḥ nipātaḥ ātmanaḥ iti ṣaṣṭhī antasya ātmanā iti ca tṛtīyā antasya atha varttate tat iha tṛtīya antasya ātma śabdasya arthe vṛttaḥ svayaṃśabdaḥ ātma śabdaḥ ca sambandhi śabdaḥ vādī ca pratyāsannaḥ tatas yasya vādinaḥ ātmā tṛtīya artha yuktaḥ saḥ eva tṛtīya artha yuktaḥ nirdiṣṭaḥ vādinā iti na tu svayaṃśabdasya vādinā iti eṣa paryāyaḥ 
[178,i_178,iii]	kaḥ punar asau vā ādī iti āha yaḥ tadā iti vāda kāle sādhanam āha aneka vādi sambhave api svayaṃśabda vācyasya vādinaḥ viśeṣaṇam etat yadi evam vādinaḥ iṣṭaḥ sādhyaḥ iti uktam etena ca kim uktena anena tadā vāda kāle tena vādinā svayam yaḥ dharmaḥ sādhayitum iṣṭaḥ saḥ eva sādhyaḥ na itaraḥ dharmaḥ iti uktam bhavati vādinaḥ aniṣṭa dharma sādhya tva nivarttanam asya vacanasya phalam iti yāvat 
[178,iv_179,ii]	atha kasmin sati anya dharma sādhya tvasya sambhavaḥ yat nivṛtti artham tat vaktavyam iti āha tad śāstra kāreṇa iti yat śāstram tena vādinā abhyupagatam tad śāstra kāreṇa tasmin sādhya dharmiṇi anekasya dharmasya abhyupagame sati anya dharma sādhya tva sambhavaḥ tathā hi śāstram yena abhyupagatam tat siddhaḥ dharmaḥ sarve eva tena sādhyaḥ iti asti vipratipattiḥ anena apāsyate aneka dharma abhyupagame api sati saḥ eva sādhyaḥ yaḥ vādinaḥ iṣṭaḥ na anyaḥ iti nanu ca śāstra anapekṣam vastu bala pravṛttam liṅgam atas anapekṣaṇīya tvāt na śāstre sthitvā vādaḥ karttavyaḥ satyam āhopuruṣikayā tu yadi api kvacid śāstre sthitaḥ iti kiñcid śāstram abhyupagataḥ sādhanam āha tathā api yaḥ eva tasya iṣṭaḥ saḥ eva sādhyaḥ iti jñāpanāya it am uktam 
[179,iii_179,v]	iṣṭaḥ iti iṣṭa śabdam upakṣipya vyācaṣṭe yatra arthaḥ ātmani viruddhaḥ vādaḥ prakrāntaḥ na asti ātmā iti ātma pratiṣedha vādaḥ ātma sattāvādaviruddhaḥ vidhi pratiṣedhayoḥ virodhāt tena vivādena hetunā sādhanam upanyastam tasya ātma arthasya siddhim niścayam icchatā vādinā saḥ arthaḥ sādhyaḥ iti uktam bhavati iṣṭa śabdena yat tat iti uktam bhavati iti grahaṇam ante tat iha apekṣya vākyam samāpayitavyam yadi api para artha anumānaḥ uktaḥ eva sādhyaḥ yuktaḥ anuktā upi tu vacanena sādhyaḥ sāmarthya ukta tvāt tasya 
[180,i_180,iii]	kutas etat iti āha tat iti saḥ arthaḥ adhikaraṇam āśrayaḥ yasya sa tad adhikaraṇaḥ vivādaḥ tasya bhāvaḥ tattvam tasmāt iti etat uktam bhavati yasmāt vivādam nirākarttum icchatā vādinā sādhanam upanyastam tasmāt yat adhikaraṇam vivādasya tat eva sādhyam yatas viruddham vādam apanetum sādhanam upanyastam tat ced na sādhyam kim idānīm jāti niyatam kiṃcid sādhyam syāt iti 
[180,iv_180,v]	anuktam api para artha anumāne sādhyam iṣṭam tat udāharati para arthāḥ iti cakṣuḥ ādiḥ yeṣām śrotra ādīnām te cakṣuḥ ādayaḥ iti dharmī parasmāyime para arthāḥ iti sādhyam pārārthyam saṅghāta tvāt iti hetuḥ vyāpti viṣaya pradarśanam ca śayana āsana ādi aṅga vat iti śayanam āsanam ca te ādī yasya tat śayana āsana ādi puruṣa upabhoga aṅgam saṃghāta rūpam tadvat atra pramāṇe yat api ātma arthāḥ cakṣuḥ ādayaḥ iti ātma artha tā na uktā anuktau api ātma artha tā sādhyā 
[181,i]	tathā hi sāṃkhyena uktam asti ātmā tad viruddham bauddhena uktam na asti ātmā iti tatas sāṃkhyena svavāda viruddham bauddhavāda hetūkṛtya viruddha vāda nirākaraṇāya sva vāda pratiṣṭhāpanāya ca sādhanam upanyastam atas anuktau api ātmā artha tā sādhyā tad adhikaraṇa tvāt vivādasya śayana āsana ādiṣu hi puruṣa upabhoga aṅgeṣu ātma artha tvena anvayaḥ na prasiddhaḥ saṅghāta tvasya pārārthya mātreṇa tu siddhaḥ tatas para arthāḥ iti uktam 
[181,ii_181,iii]	cakṣuḥ ādayaḥ iti atra ādi grahaṇāt vijñānam api para artham sādhayitum iṣṭam vijñānāt ca paraḥ ātmā eva syāt parasya artha kāri vijñānam setsyati iti sāmarthyāt ātma artha tvam sidhyati cakṣuḥ ādīnām iti matvā para artha grahaṇam kṛtam tena iṣṭa sādhya tva vacanena na ukta mātram api tu prativādinaḥ vivāda āspada tvāt vādinaḥ sādhayitum iṣṭam uktam anuktam vā prakaraṇa gamyam sādhyam iti uktam bhavati 
[182,i_182,iii]	anirākṛtaḥ iti vyākhyeyam etat iti anantara prakrāntam yat pakṣa lakṣaṇam uktam sādhya tvena iṣṭa ityādi etad lakṣaṇena yoge api arthaḥ na pakṣaḥ iti pradarśana artham pratipādanāya anirākṛta grahṇam kṛtam kīdṛśaḥ arthaḥ na pakṣaḥ sādhayitum iṣṭaḥ api iti āha yaḥ sādhayitum iṣṭaḥ arthaḥ pratyakṣam ca anumānam ca pratītiḥ ca sva vacanam ca etaiḥ nirākriyate viparītaḥ sādhyate na sa pakṣaḥ iti 
[182,iv_182,vi]	tatra iti teṣu caturṣu pratyakṣa ādi nirākṛteṣu pratyakṣa nirākṛtaḥ kīdṛśaḥ yathā iti yathā ayam pratyakṣa nirākṛtaḥ tathā anye api draṭavyāḥ iti yathā śabda arthaḥ śravaṇena grāhyaḥ śrāvaṇaḥ na śrāvaṇaḥ aśrāvaṇaḥ śrotreṇa na grāhyaḥ iti pratijñā arthaḥ śrotra agrāhya tvam śabdasya pratyakṣa siddhena śrotra grāhya tvena bādhyate 
[183,i_183,ii]	anumāna nirākṛtaḥ yathā nityaḥ śabdaḥ iti śabdasya pratijñātam nitya tvam anitya tvena anumāna siddhena nirākriyate 
[183,iii_183,iv]	pratītyā nirākṛtaḥ acandraḥ iti candra śabda vācyaḥ na bhavati śaśī iti pratijñāta arthaḥ ayam ca pratītyā nirākṛtaḥ pratītaḥ arthaḥ ucyate vikalpa vijñāna viṣayaḥ pratītiḥ pratīta tvam vikalpa vijñāna viṣaya tvam ucyate tena vikalpa jñānena pratīti rūpeṇa śaśinaḥ candra śabda vācya tvam siddham eva tathā hi yat vikalpa vijñāna grāhyam tat śabda ākāra saṃsarga yogyam yat śabda ākāra saṃsarga yogyam tat sa aṅketikena śabdena vaktum śakyam atas pratīti rūpeṇa vikalpa vijñāna viṣaya tvena siddham candra śabda vācya tvam acandra tvasya bādhakam svabhāva hetuḥ ca pratītiḥ yasmāt vikalpa viṣaya tva mātra anubandhinī sa aṅketika śabda vācya tā tatas svabhāva hetu siddham candra śabda vācya tvam avācya tvasya bādhakam draṣṭavyam 
[185,i_185,ii^1]	sva vacanam pratijñā arthasya ātmīyaḥ vācakaḥ śabdaḥ tena nirākṛtaḥ pratijñā arthaḥ na sādhyaḥ yathā na anumānam pramāṇam iti atra anumānasya prāmāṇya niṣedhaḥ pratijñā arthaḥ sa na anumānam pramāṇam iti anena sva vācakena vākyena bādhyate vākyam hi etat prayujyamānam vaktuḥ śābda pratyayasya sat artha tvam iṣṭam sūcayati tathā hi mad vākyāt yaḥ artha sampratyayaḥ tava utpadyate saḥ asatya arthaḥ iti darśayan vākyam eva na uccārayet vaktā vacana arthaḥ ced asatyaḥ pareṇa jñātavyaḥ vacanam apārthakam yaḥ api hi sarvam mithyā bravīmi iti vakti saḥ api asya vākyasya satya artha tvam ādarśayan eva vākyam uccārayati yadi etat vākyam satya artham ādarśitam 
[185,ii^2]	evam vākya antarāṇi ātmīyāni asatya arthāni darśitāni bhavanti etat eva tu yadi asatya artham anyāni asatya arbhāni na darśitāni bhavanti tatas ca na kiñcid uccāraṇasya phalam iti na uccārayet tasmāt vākya prabhavam vākya artha ālambanam vijñānam satya artham darśayan eva vaktā vākyam uccārayati tathā ca sati bāhya vastunā antarīyakam śabdam darśayatā śabda jam vijñānam satya artham darśayitavyam tatas bāhya artha kāryāt śabdāt utpannam vijñānam satya artham ādarśayatā kārya liṅga jam anumānam pramāṇam śābdam darśitam bhavati 
[186,i]	tasmāt na anumānam pramāṇam iti bruvatā śābdasya pratyayasya āsan arthaḥ grāhyaḥ uktaḥ asat artha tvam eva hi aprāmāṇyam ucyate na anyat śabda uccāraṇa sāmarthyāt ca artha avinā bhāvī sva śabdaḥ darśitaḥ tathā ca san arthaḥ darśitaḥ tatas kalpitāt artha kāryāt śabdācśābda pratyaya arthasya anumitam sattvam pratijñāyamānam asattvam pratibadhnāti 
[186,ii_187,i]	tat evam sva vacana anumitena sattvena asattvam bādhyamānam sva vacanena bādhitam uktam iti ayam atra arthaḥ anye tu āhuḥ abhiprāya kāryāt śabdāt jātam jñānam abhiprāya ālambanam sat artham icchataḥ śabda prayogaḥ tena aprāmāṇyam pratijñātam bādhyate iti tat ayuktam yatas iha pratīteḥ svabhāva hetu tvam sva vacanasya ca kārya hetu tvam kalpitam iṣṭam na vāstavam abhiprāya kārya tvam ca vāstavam eva śabdasya tatas tat iha na gṛhyate 
[187,ii]	kiñca yathā anumānam anicchan vahni avyabhicāri tvam dhūmasya na pratyeti tathā śabdasya api abhiprāya avi abhicāri tvam na pratyeṣyati bāhya vastu pratyāyanāya ca śabdaḥ prayujyate tat na śabdasya abhiprāya avinā bhāvi tva abhyupagama pūrvakaḥ śabda prayogaḥ api ca na sva abhiprāya nivedanāya śabdaḥ uccāryate api tu bāhya sattva pratipādanāya tasmāt bāhya vaḥ tu avinābhāvi tva abhyupagama pūrvakaḥ śabda prayogaḥ tatas pūrvakam eva vyākhyātam anavadyam 
[187,iii_187,iv]	evaṃca sati anirākṛta grahaṇena anantara uktāḥ catvāraḥ pakṣa vat ābhāsantaḥ iti pakṣa ābhāsāḥ nirastāḥ bhavanti 
[187,v_188,i]	samprati pakṣa lakṣaṇa padāni yeṣām vyavacchedakāni teṣām vyavachedena yādṛśaḥ pakṣa arthaḥ labhyate tam darśayitum vyavacchedyān saṃkṣipya darśayati evam iti anantara ukta krameṇa siddhasya viparyayeṇa viparīta tvena hetunā sādhyaḥ draṣṭavyaḥ yasmāt arthāt siddhaḥ arthaḥ viparītaḥ sa sādhyaḥ iti arthaḥ siddhaḥ ca viparītaḥ asiddhasya tasmāt asiddhaḥ sādhyaḥ asiddhaḥ api na sarvaḥ api tu sādhana tvena uktasya asiddhasya api viparyayeṇa svarya vādinā sādhayitum aniṣṭasya asiddhasya viparyayeṇa tathā ukta mātrasya asiddhasya api viparyayeṇa tathā nirākṛtasya asiddhasya api viparyayeṇa sādhyaḥ 
[188,ii]	yaḥ ca ayam pañcabhiḥ vyavacchedyaiḥ rahitaḥ arthaḥ asiddhaḥ asādhanam vādinaḥ svayam sādhayitum iṣṭaḥ uktaḥ anuktaḥ vā pramāṇaiḥ anirākṛtaḥ sādhyaḥ saḥ eva asau sva rūpeṇa eva svayam iṣṭaḥ anirākṛtaḥ etaiḥ padaiḥ uktaḥ iti arthaḥ yaḥ ca ayam sādhyaḥ sa pakṣaḥ iti ucyate iti śabdaḥ evam arthe evam pakṣa lakṣaṇam anavadyam iti avidyamānam avadyam doṣaḥ yasya tat anavadyam darśitam kathitam 
[188,iii_189,i]	trirūpa liṅga ākhyānam parisamāpayya prasaṅga āgatam ca pakṣa lakṣaṇam abhidhāya hetvābhāsān vaktu kāmaḥ teṣām prastāvam racayati trirūpa ityādinā etat uktam bhavati trirūpa liṅgam vaktu kāmena sphuṭam tat vaktavyam evam ca tat sphuṭa m uktam bhavati yadi tat ca tatpratirūpakam ca ucyate heya jñāne hi tat viviktam upādeyam su jñātam bhavati iti trirūpa liṅga ākhyānam para artham anumānam iti prāk uktam tatra iti tasmin sati trirūpa liṅga ākhyāne para artha anumāne sati iti arthaḥ trayāṇām rūpāṇām madhye ekasya api anuktau api śabdāt dvayoḥ api sādhanasya ābhāsaḥ sadṛśam sādhanasya na sādhanam iti arthaḥ trayāṇām rūpāṇām nyūna tā nāma sādhana doṣaḥ 
[189,ii_189,iii]	na kevalam anuktau uktau api asiddhau sandehe vā kasya iti āha pratipādyasya prativādinaḥ pratipādakasya ca vādinaḥ hetvābhāsaḥ 
[189,iv_190,i]	atha kasya ekasya arūpasya asiddhau sandehe vā kiṃsaṃjñakaḥ hetvābhāse iti āha ekasya rūpasya iti dharmiṇā saha sambandhaḥ dharmi sambandhaḥ dharmiṇi sattvam hetoḥ tasya asiddhau sandehe vā asiddha saṃjñākaḥ hetvābhāsaḥ asiddha tvāt eva ca dharmiṇyapratipatti hetuḥ na sādhyasya na viruddhasya na saṃśayasya hetuḥ api tu apratipatti hetuḥ na kasyacid atas pratipattiḥ iti kṛtvā ayam ca arthaḥ asiddha saṃjñā karaṇāt eva pratipattavyaḥ 
[190,ii_190,iii]	udāharaṇam āha yathā ityādi anityaḥ śabdaḥ iti anitya tva viśiṣṭe śabde sādhye cākṣuṣa tvam cakṣuḥ grāhya tvam śabde dvayoḥ api vādi prativādinoḥ asiddham 
[190,iv_190,vi]	cetanāḥ taravaḥ iti tarūṇām caitanye sādhye sarvā tvac sarva tvac tasyāḥ apaharaṇe sati maraṇam digambaraiḥ upanyastam prativādinaḥ bauddhasya asiddham kasmāt asiddham iti āha vijñānam ca indriyam ca āyuḥ ca iti dvandvaḥ tatra vijñānam cakṣuḥ ādi janitam rūpa ādi vijñāna utpattyā yat anumitam kāya antarbhūtam cakṣuḥ golaka ādi sthitam rūpam tat indriyam āyuḥ iti loke prāṇāḥ ucyante na ca āgama siddham iha yujyate vaktum atas prāṇa svabhāvam āyuḥ iha teṣām nirodhaḥ nivṛttiḥ sa lakṣaṇam tattvam yasya tat tathā uktam tathābhūtasya maraṇasya anena bauddhena pratijñāta tvāt 
[191,i_191,iii]	yadi nāma evam tathā api katham asiddham iti āha tasya ca vijñāna ādi nirodha ātmakasya taruṣu asambhavāt sattā pūrvakaḥ nirodhaḥ tatas ca yaḥ vijñāna nirodham taruṣu icchet sa katham vijñānam na icchet tasmāt vijñāna aniṣṭeḥ nirodhaḥ api na iṣṭaḥ taruṣu nanu ca śoṣaḥ api maraṇam ucyate sa ca taruṣu siddhaḥ satyam kevalam vijñāna sattayā vyāptam yat maraṇam tat iha hetuḥ vijñāna nirodhaḥ ca tad sattayā vyāptaḥ na śoṣa mātram tatas yat maraṇam hetuḥ tat taruṣu asiddham yat tu siddham śoṣa ātmakam tat ahetuḥ digambaraḥ tu sādhyena vyāptam avyāptam vā maraṇam avivicya maraṇa mātram hetum āha tat asya vādinaḥ hetu bhūtam maraṇam na jñātam ajñānāt siddham śoṣa rūpam śoṣa rūpasya maraṇasya taruṣu darśanāt prativādinaḥ tu jñātam atas asiddham yadā tu vādinaḥ api jñātam tadā vādinā upya siddham syāt iti nyāyaḥ 
[192,i_192,ii]	acetanāḥ sukha ādayaḥ iti sukham ādiḥ yeṣām duḥkha ādīnām te sukha ādayaḥ teṣām acaitanye sādhye utpattimat tvam anitya tvam vā liṅgam upanyastam yaḥ utpattimantaḥ anityāḥ vā te na cetanāḥ yathā rūpa ādayaḥ tathā ca utpattimantaḥ anityāḥ vā sukha ādayaḥ tasmāt acetanāḥ caitanyam tu puruṣasya svarūpam atra ca utpattimat tvam anitya tvam vā paryāyeṇa hetuḥ na yugapad tat ca dvayam api sāṃkhyasya vādinaḥ na siddham para arthaḥ hi hetu upanyāsaḥ tena yaḥ parasya siddhaḥ sa hetuḥ vaktavyaḥ parasya ca asataḥ utpādaḥ utpattimat tvam sataḥ ca niranvayaḥ vināśaḥ anitya tvam siddham tādṛśam ca dvayam api sāṃkhyasya asiddham iha api anitya tva utpattimat tva sādhanāt vādinaḥ asiddham yadi tu anitya tva utpattimat tvayoḥ prāmāṇyam vādinaḥ jñātam syāt tadā vādinaḥ api siddham syāt tatas pramāṇa aparijñānāt idam vādinaḥ asiddham 
[192,iii_192,iv]	saṃdigdha asiddham darśayitum āha svayam iti hetoḥ ātmanaḥ sandehe asiddhaḥ tad āśrayaṇasya vā iti tasya hetoḥ āśrayaṇam āśrīyate asmin hetuḥ iti āśrayaṇam hetoḥ vyatiriktaḥ āśraya bhūtaḥ sādhya dharmī kathyate tatra hi hetuḥ varttamānaḥ gamaka tvena āśrīyate tasya āśrayaṇasya sandehe sandigdhaḥ 
[193,i_193,iii]	ātmanā sandihyamānam udāharttum āha yathā iti bāṣpaḥ ādiḥ yasya sa bāṣpa ādiḥ tad bhāvena bāṣpa ādi tvena saṃdihyamānaḥ bhūta saṃghātaḥ iti bhūtānām pṛthivī ādīnām saṃghātaḥ samūhaḥ agni siddhau agni siddhi artham upādīyamānaḥ asiddhaḥ etat uktam bhavati yadā dhūmaḥ api bāṣpa ādi tvena saṃdigdhaḥ bhavati tadā asiddhaḥ gamaka rūpā niścayāt dhūmatayā niścitaḥ vahni janya tvāt gamakaḥ yadā tu saṃdigdhaḥ tadā na gamakaḥ iti asiddha tā ākhyaḥ doṣaḥ 
[193,iv_193,v]	āśrayaṇa asiddham udāharati yathā iti iha nikuñjaḥ iti dharmī parvata upari bhāgena tiryak nirgatena pracchāditaḥ bhūmāgaḥ nikuñjaḥ mayūraḥ iti sādhyam kekāyitāt iti hetuḥ kekāyitam mayūra dhvaniḥ 
[194,i_194,ii]	katham ayam āśrayaṇa asiddhaḥ iti āha tadāpātaḥ iti tasya kekāyitasya āpātaḥ āgamanam tasya deśaḥ saḥ ucyate yasmāda veśāt āgacchati kekāyitam tasya vibhrame vyāmohe satyayama āśrayaṇa asiddhaḥ nirantareṣu vahuṣu nikuñjeṣu satsu yadā kekāyitā pāta nikuñje vibhramaḥ kim asmāt nikuñjāt kekāyitam āgatam āhosvit anyasmāt iti tadā ayam āśrayaṇa asiddhaḥ iti 
